page,rubric,sub_rubric,complete_rubric,remedy,grade
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",bell,2
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",bor,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",bov,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",brom,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",bry,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",cact,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",calc-p,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",Cann-i,3
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",cann-s,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",canth,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",caps,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",carb-ac,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",carb-an,2
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",carb-s,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",carb-v,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",caust,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",chin,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",chlor,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",cic,2
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",cinnb,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",cob,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",coca,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",cocc,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",Coff,3
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",colch,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",coloc,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",con,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",Croc,3
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",cupr,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",cycl,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",dros,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",eucal,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",eupi,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",fago,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",ferr-p,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",ferr,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",fl-ac,2
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",gamb,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",gels,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",glon,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",graph,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",hura,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",hydr,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",Hyos,3
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",ign,2
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",iod,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",kali-bi,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",kali-br,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",Lach,3
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",laur,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",lyc,2
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",mag-s,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",manc,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",merc,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",mosch,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",Nat-c,3
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",nat-m,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",nat-p,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",nat-s,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",nit-ac,2
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",nux-m,2
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",nux-v,2
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",ol-an,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",op,2
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",ox-ac,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",petr,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",ph-ac,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",phos,2
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",phys,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",pip-m,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",plat,2
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",plb,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",psor,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",rhod,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",rhus-v,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",ruta,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",sabad,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",sarr,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",sars,2
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",sec,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",seneg,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",sep,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",spig,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",spong,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",squil,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",stann,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",staph,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",stram,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",sul-ac,2
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",sulph,2
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",tab,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",tarax,2
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",tarent,2
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",teucr,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",ther,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",thuj,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",tub,2
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",valer,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",verat,2
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",verb,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",viol-o,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",zinc,2
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",zing,1
10,"BLINDNESS, pretended",,"Mind, BLINDNESS, pretended",Verat,1
10,"CAPRICIOUSNESS: Acon., agar., alum., am-c., arn., ars., asaf., aur-m., bar-c., bell., brom., Bry., calc-s., calc., cann-i., canth., caps., carb-an., carb-s., Cham., chin-a., chin., cimic., Cina., coff., croc., dig., dros., dulc., grat., hep., ign., Ip., kali-ar., Kali-c., kreos., lach., led., lyc., mag-m., merc., nit-ac., nux-m., nux-v., op., par., phos., puls., raph., rheum., rhod., sarr., sec., sil., spong., Staph., stram., sulph., thuj., viol-t., zinc",morning,"Mind, CAPRICIOUSNESS: Acon., agar., alum., am-c., arn., ars., asaf., aur-m., bar-c., bell., brom., Bry., calc-s., calc., cann-i., canth., caps., carb-an., carb-s., Cham., chin-a., chin., cimic., Cina., coff., croc., dig., dros., dulc., grat., hep., ign., Ip., kali-ar., Kali-c., kreos., lach., led., lyc., mag-m., merc., nit-ac., nux-m., nux-v., op., par., phos., puls., raph., rheum., rhod., sarr., sec., sil., spong., Staph., stram., sulph., thuj., viol-t., zinc, morning",Staph,1
10,"CAPRICIOUSNESS: Acon., agar., alum., am-c., arn., ars., asaf., aur-m., bar-c., bell., brom., Bry., calc-s., calc., cann-i., canth., caps., carb-an., carb-s., Cham., chin-a., chin., cimic., Cina., coff., croc., dig., dros., dulc., grat., hep., ign., Ip., kali-ar., Kali-c., kreos., lach., led., lyc., mag-m., merc., nit-ac., nux-m., nux-v., op., par., phos., puls., raph., rheum., rhod., sarr., sec., sil., spong., Staph., stram., sulph., thuj., viol-t., zinc",evening,"Mind, CAPRICIOUSNESS: Acon., agar., alum., am-c., arn., ars., asaf., aur-m., bar-c., bell., brom., Bry., calc-s., calc., cann-i., canth., caps., carb-an., carb-s., Cham., chin-a., chin., cimic., Cina., coff., croc., dig., dros., dulc., grat., hep., ign., Ip., kali-ar., Kali-c., kreos., lach., led., lyc., mag-m., merc., nit-ac., nux-m., nux-v., op., par., phos., puls., raph., rheum., rhod., sarr., sec., sil., spong., Staph., stram., sulph., thuj., viol-t., zinc, evening",Ign,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, daytime","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, daytime",Anac,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, daytime","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, daytime",arg-m,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, daytime","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, daytime",aur,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, daytime","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, daytime",caust,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, daytime","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, daytime",mag-m,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, daytime","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, daytime",mur-ac,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, daytime","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, daytime",sars,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, morning","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, morning",Bor,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, morning","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, morning",calc-s,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, morning","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, morning",carb-s,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, morning","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, morning",caust,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, morning","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, morning",cinnb,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, morning","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, morning",con,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, morning","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, morning",fl-ac,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, morning","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, morning",graph,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, morning","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, morning",hep,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, morning","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, morning",hura,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, morning","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, morning",lach,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, morning","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, morning",nat-s,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, morning","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, morning",plat,2
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, morning","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, morning",psor,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, morning","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, morning",spig,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, morning","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, morning",sulph,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, morning, rising, on","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, morning, rising, on",Hydr,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, morning, waking, on","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, morning, waking, on",Aloe,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, morning, waking, on","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, morning, waking, on",clem,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, morning, waking, on","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, morning, waking, on",hydr,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, morning, waking, on","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, morning, waking, on",nux-m,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, morning, waking, on","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, morning, waking, on",tarent,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, forenoon","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, forenoon",Aeth,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, forenoon","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, forenoon",bor,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, forenoon","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, forenoon",caust,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, forenoon","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, forenoon",clem,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, forenoon","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, forenoon",com,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, forenoon","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, forenoon",graph,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, forenoon","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, forenoon",nat-m,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, forenoon","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, forenoon",nat-s,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, forenoon","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, forenoon",phos,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, forenoon","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, forenoon",plb,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, forenoon","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, forenoon",zinc,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, afternoon","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, afternoon",Anac,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, afternoon","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, afternoon",ang,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, afternoon","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, afternoon",arg-m,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, afternoon","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, afternoon",aur-m,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, afternoon","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, afternoon",calc-s,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, afternoon","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, afternoon",calc,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, afternoon","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, afternoon",mag-c,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, afternoon","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, afternoon",nat-s,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, afternoon","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, afternoon",ox-ac,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, afternoon","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, afternoon",phos,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, afternoon","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, afternoon",plb,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, afternoon","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, afternoon",sars,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, afternoon","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, afternoon",thuj,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",Agar,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",aloe,2
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",alum,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",aster,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",bell,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",bism,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",bufo,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",calc,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",carb-ac,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",cast,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",chin-s,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",chin,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",cist,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",clem,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",cupr,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",cycl,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",ferr,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",graph,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",lach,2
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",lachn,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",lyss,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",mag-c,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",med,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",merc-i-f,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",merc-i-r,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",nat-c,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",nat-m,2
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",nux-m,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",ol-an,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",phel,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",plat,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",sulph,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",sumb,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",teucr,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",valer,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",verb,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",viol-t,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, evening","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, evening",zinc,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, night","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, night",Alum,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, night","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, night",bell,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, night","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, night",caust,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, night","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, night",croc,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, night","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, night",cupr,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, night","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, night",hyos,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, night","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, night",kreos,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, night","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, night",lyc,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, night","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, night",op,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, night","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, night",ph-ac,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, night","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, night",sep,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, night","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, night",sil,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, night","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, night",stram,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, night","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, night",sulph,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, night","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, night",verat,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, air, in open","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, air, in open",Merc-i-f,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, air, in open","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, air, in open",plat,2
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, air, in open","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, air, in open",plb,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, air, in open","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, air, in open",tarent,2
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, air, in open","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, air, in open",teucr,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, alternating with aversion to work","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, alternating with aversion to work",Spong,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, alternating with aversion to work, mania, with","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, alternating with aversion to work, mania, with",Bell,1
11,"CHEERFUL, gay, happy","CHEERFUL, daytime, alternating with aversion to work, mania, with","Mind, CHEERFUL, gay, happy, CHEERFUL, daytime, alternating with aversion to work, mania, with",cann-s,1
